College,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_trans,Outstate_Tier,Outstate_Tier_Encoded,Private_Encoded,Accept_trans_scaled,Enroll_trans_scaled,Top10perc_trans_scaled,F.Undergrad_trans_scaled,P.Undergrad_trans_scaled,Outstate_trans_scaled,Books_trans_scaled,Personal_trans_scaled,PhD_trans_scaled,Terminal_trans_scaled,S.F.Ratio_trans_scaled,perc.alumni_trans_scaled,Expend_trans_scaled,Outstate_Tier_Encoded_scaled,Accept_Rate_scaled
University of North Carolina at Chapel Hill,No,14596,5985,3331,75,92,14609,1100,8400,4200,550,1200,88.0,93,8.9,23,15893,83,6.902656330131913,Low,0,0,1.5581868307212225,1.856197641860501,2.0648660712522746,1.7065532533235437,0.7904360556783387,-0.4101964618018934,0.12366360001576755,-0.007652219826546156,1.0351018728628827,0.9692990979140862,-1.3695004894439946,0.16480224108923644,1.4095343761426808,-1.0987972149572356,-2.2915830823987555
University of North Carolina at Charlotte,No,5803,4441,1730,19,62,10099,3255,7248,3109,600,1900,79.0,91,16.8,7,6227,62,6.42781807791552,Low,0,0,1.284343227294873,1.3116881005113126,-0.3392340437249904,1.455209560301861,1.6014887627356797,-0.7529427077266194,0.4496014388117547,0.956752752058499,0.3343576374315665,0.7816568116943878,0.7159264724323372,-1.4463049754933548,-0.8580640794936881,-1.0987972149572356,0.12493165583940254
University of North Carolina at Greensboro,No,5191,4134,1500,15,44,7532,1847,8677,3505,600,1300,75.0,94,15.5,17,7392,53,6.368256065553345,Low,0,0,1.217753460561817,1.1856910278279402,-0.6744109272506593,1.2405588090964768,1.1670437668623848,-0.33245372526234523,0.4496014388117547,0.15797762173098692,0.0472975055627926,1.0656043502924986,0.40466484905643485,-0.3398815888114029,-0.35252900877675375,-1.0987972149572356,0.33637779452936595
University of North Carolina at Wilmington,No,6071,3856,1449,15,67,6635,1145,7558,3680,500,1500,82.0,85,19.1,15,6005,55,6.451809754391998,Low,0,0,1.1527236681079902,1.1547214556608447,-0.6744109272506593,1.1433976822468344,0.8188888569780044,-0.6573842538354956,-0.2291946039516519,0.4565508868862346,0.5594977786457802,0.25767565625110594,1.244558309119232,-0.5277223720549751,-0.9712349854807305,-1.0987972149572356,-0.7603399619273842
University of North Dakota,No,2777,2249,1652,20,54,8334,1435,5634,2703,450,1200,97.0,97,15.9,16,9424,49,6.0248232337808085,Low,0,0,0.6383459336719591,1.2712422427282153,-0.2637884142137955,1.3161776570461388,0.9812197988315344,-1.2996267317241952,-0.6142542984789047,-0.007652219826546156,1.8118434631329363,1.3645882269351624,0.5014836937996878,-0.4323290036172367,0.2874915341308929,-1.0987972149572356,0.42812996373341045
University of North Florida,No,1800,1253,560,44,85,3876,3588,6634,4360,600,2604,82.0,85,17.8,14,6104,47,5.7774424131470035,Low,0,0,0.0581439760517292,0.2359311193398942,1.0296888476949617,0.7001865358900139,1.6786500776951616,-0.9504488650286549,0.4496014388117547,1.6374863249391083,0.5594977786457802,0.25767565625110594,0.9490194931800552,-0.6263490551654358,-0.9199828281061185,-1.0987972149572356,-0.3456694310072854
University of North Texas,No,4418,2737,2049,23,51,14047,5134,4104,3579,450,1700,86.0,94,22.6,6,5657,35,6.2812247985045255,Low,0,0,0.8279262153899554,1.4576235441653211,-0.053119072030679164,1.6808014963236437,1.9689604177853832,-1.9234648853065524,-0.6142542984789047,0.720306207993199,0.8728148827034736,1.0656043502924986,2.0036683228955776,-1.5915826153084158,-1.1622575725282904,-1.0987972149572356,-0.8667252940014959
University of Northern Colorado,No,5530,4007,1697,12,37,8463,1498,7731,4128,540,2286,75.0,75,21.5,8,6309,40,6.402124434465892,Low,0,0,1.1886447511295755,1.2948383619500963,-0.9727316677869278,1.3275113138577812,1.012526450223129,-0.605172252396927,0.05539420530459672,1.3542640371372086,0.0472975055627926,-0.4912534379026085,1.7703640987717493,-1.310419180097965,-0.8178229155133958,-1.0987972149572356,-0.151926373627079
University of Northern Iowa,No,4144,3379,1853,18,52,10135,1448,6197,2930,595,2380,78.0,82,16.3,26,6333,77,6.2463818010196,Low,0,0,1.0285071849927911,1.3713752473021146,-0.41769469988544683,1.4577302586726892,0.9877799560609118,-1.0984595018104282,0.4180956600883188,1.4415991469202742,0.2611863106631819,0.01703484187169807,0.5973594417391935,0.3918121831278882,-0.806197279148967,-1.0987972149572356,0.4657397810257673
University of Notre Dame,Yes,7700,3700,1906,79,96,7671,30,16850,4400,600,1350,96.0,92,13.1,46,13936,97,6.576829538585435,High,2,1,1.1139980000542182,1.395700348740444,2.1734851596189424,1.25434939990761,-1.3559697713457746,1.4633967085260515,0.4496014388117547,0.23641393781517428,1.7217844915537215,0.8746535950171559,-0.1981197138629203,1.6450848531462385,1.156606757571247,1.8150779933081982,-1.8121871023693923
University of Oklahoma,No,4743,3970,2233,32,63,13436,2582,5173,3526,765,3176,86.0,90,11.5,11,10244,44,6.319664627002648,Low,0,0,1.1799784278267873,1.5303410273395697,0.4756588429698257,1.651339737366003,1.4209512204558519,-1.474427527654091,1.3792330121720673,2.0745864664167515,0.8728148827034736,0.6902976719925955,-0.6241261617099947,-0.9453261344609437,0.4886168372633586,-1.0987972149572356,0.6128545482168322
University of Oregon,No,8631,6732,2546,25,61,11669,1605,10602,3660,570,1530,79.0,87,19.7,13,8020,54,6.636098803231687,Medium,1,0,1.6645887364168466,1.6394344382529804,0.07620224590010687,1.5560078373793786,1.063076127555853,0.16732222950470962,0.25701902020397893,0.4981180852211085,0.3343576374315665,0.4259346495311623,1.3783101875984967,-0.7285459060471434,-0.1281785155941174,0.3581403891754813,0.22482559859484896
University of Pennsylvania,Yes,12394,5232,2464,85,100,9205,531,17020,7270,500,1544,95.0,96,6.3,38,25765,93,6.8207757730177345,High,2,1,1.4354792148943094,1.6124136821875812,2.328985093693537,1.3888530006318354,0.2927461441126657,1.4938217847884745,-0.2291946039516519,0.5172584530950752,1.632664244935875,1.2632379969775114,-2.206272367312898,1.186525502100285,2.198824543357604,1.8150779933081982,-2.209303231127292
University of Pittsburgh-Main Campus,No,8586,6383,2503,25,59,13138,4289,10786,4560,400,900,93.0,93,7.8,10,13789,66,6.633395122896021,Medium,1,0,1.6165374531648016,1.6253923193580806,0.07620224590010687,1.636371632461944,1.821964385693793,0.21186330651465693,-1.0385747644227592,-0.5948985251698033,1.4572396942508257,0.9692990979140862,-1.7100169908089125,-1.060970526681064,1.1353986175686341,0.3581403891754813,-0.023863720517421513
University of Portland,Yes,1758,1485,419,27,58,2041,174,12040,4100,600,1100,92.0,96,13.2,17,9060,72,5.763746470249842,Medium,1,1,0.2290660734946192,-0.0721471009353398,0.19803987368047105,0.09839529272593896,-0.40348826758308165,0.5028730839628116,0.4496014388117547,-0.18659120673062196,1.3709352724803292,1.2632379969775114,-0.17218743851993448,-0.3398815888114029,0.18932604159263555,0.3581403891754813,0.6651432139312455
University of Puget Sound,Yes,4044,2826,688,51,83,2738,138,16230,4500,630,1800,79.0,86,15.0,17,11217,63,6.2330455758788395,High,2,1,0.8585753209664879,0.4463961019520018,1.3022664532279355,0.38456102299753386,-0.5387571005957346,1.350694182124423,0.6339700077405097,0.8415717373961816,0.3343576374315665,0.3410143789166372,0.2822630870249347,-0.3398815888114029,0.6972660152166275,1.8150779933081982,-0.3272900047153473
University of Rhode Island,No,9643,7751,1968,12,40,8894,2456,10330,5558,500,1250,84.0,89,16.6,7,9158,63,6.6932016107417445,Medium,1,0,1.790964600285754,1.4231847055428082,-0.9727316677869278,1.363903285024892,1.382495865494832,0.10053892028055368,-0.2291946039516519,0.07669669114387034,0.7142803580969322,0.6005650532112241,0.6686666659070798,-1.4463049754933548,0.21634640346214432,0.3581403891754813,0.38683144490096744
University of Richmond,Yes,5892,2718,756,46,72,2854,594,14500,3285,700,1125,75.0,89,11.7,32,11984,100,6.435915000128085,Medium,1,1,0.8212451525718844,0.5405644999312657,1.1106782881401172,0.4235151780581282,0.36704908313466555,1.0204503919613213,1.0360807080301793,-0.14048620591693609,0.0472975055627926,0.6005650532112241,-0.5696679334896119,0.808539510579746,0.8430153646735001,0.3581403891754813,-1.9429001090978621
University of Rochester,Yes,8766,5498,1243,56,75,5071,438,17840,6582,500,882,93.0,99,5.9,23,26037,80,6.644120008455409,High,2,1,1.4808675093739356,1.0154348556701913,1.4803479884652577,0.9282748871699776,0.16704809671101345,1.6378403162054327,-0.2291946039516519,-0.6356698513100282,1.4572396942508257,1.572409762644023,-2.3461430732055244,0.16480224108923644,2.2137884401032633,1.8150779933081982,-0.8144503885205848
University of San Diego,Yes,3934,2735,886,40,70,3698,217,13600,5940,630,1820,93.0,96,15.6,13,10813,66,6.217960861898367,Medium,1,1,0.8272252844530933,0.6960545573875474,0.8591123720558882,0.6588879764870719,-0.2717006389429036,0.8383174900896683,0.6339700077405097,0.8650740304061989,1.4572396942508257,1.2632379969775114,0.4289597985788314,-0.7285459060471434,0.6141530866237902,0.3581403891754813,-0.3517232152895748
University of San Francisco,Yes,2306,1721,538,23,48,4309,549,13226,6452,750,2450,86.0,86,13.6,8,10074,62,5.919738023184487,Medium,1,1,0.37584667216190404,0.1941760581232934,-0.053119072030679164,0.7916764328730291,0.3147530959025511,0.7603004064397545,1.3023649764046783,1.5045850058589698,0.8728148827034736,0.3410143789166372,-0.06921364143108587,-1.310419180097965,0.4490028329006464,0.3581403891754813,-0.004174865162929262
University of Sci. and Arts of Oklahoma,No,285,280,208,21,43,1140,473,3687,1920,600,1800,67.0,77,23.6,3,3864,43,4.634272871243011,Low,0,0,-1.5398649135285505,-0.8750036096379541,-0.1910995085854955,-0.5263297844880812,0.2169487970705791,-2.119539384004626,0.4496014388117547,0.8415717373961816,-0.48183437398018664,-0.35347352257287784,2.211956120304136,-2.110816300186537,-2.539275456513029,-1.0987972149572356,1.6021336647549946
University of Scranton,Yes,4471,2942,910,29,60,3674,493,11584,5986,650,800,83.0,83,14.1,41,9131,92,6.287696514947417,Medium,1,1,0.8970085044094642,0.7218751383838001,0.3133361961439693,0.6531345000104182,0.24398810214401248,0.39946318106852363,0.7526774067369608,-0.8317407990918487,0.6364201082318471,0.09569733284866454,0.0578612934555406,1.3638859589907049,0.20894667433666103,0.3581403891754813,-0.6047876594014105
University of South Carolina at Aiken,No,848,560,377,14,24,1855,1412,5800,3066,500,1500,62.0,62,14.8,3,5035,48,5.3290358026203455,Low,0,0,-0.7800827364764745,-0.18778117748487302,-0.7684736752694478,0.0012814674849651998,0.969481038526664,-1.2389903799716606,-0.2291946039516519,0.4565508868862346,-0.7820953142680762,-1.2494530951634284,0.23285911133526874,-2.110816300186537,-1.553254566988776,-1.0987972149572356,-0.5887409247304085
University of South Carolina at Columbia,No,7693,5815,2328,30,66,12594,3661,8074,3522,495,2941,84.0,88,16.9,18,8246,63,6.576355282456282,Low,0,0,1.5319864052413998,1.565228625551415,0.3687770077049723,1.6079494638007927,1.694698737128009,-0.5038802371615053,-0.2661512550778775,1.904610687203406,0.7142803580969322,0.5124477851823425,0.7394742565334033,-0.2501326687269887,-0.05395620976919257,-1.0987972149572356,0.06090953249709655
University of South Florida,No,7589,4676,1876,29,63,14770,10962,6760,3776,500,2180,84.0,89,17.0,7,11020,47,6.569254152560102,Low,0,0,1.3320718792263195,1.3820287292917466,0.3133361961439693,1.7137086933008105,2.618573670368786,-0.908968206652819,-0.2291946039516519,1.251698039480713,0.7142803580969322,0.6005650532112241,0.7629678942848166,-1.4463049754933548,0.6573253129759256,-1.0987972149572356,-0.8895546762860941
University of Southern California,Yes,12229,8498,2477,45,71,13259,1429,17230,6482,600,2210,90.0,94,11.4,10,17007,68,6.814022058371401,High,2,1,1.8727980158160038,1.6167660641968535,1.0705183742130722,1.6424987076184059,0.9781739521328112,1.5311313223741758,0.4496014388117547,1.281186624907993,1.2011418370759805,1.0656043502924986,-0.6514933665420364,-1.060970526681064,1.5330591112214935,1.8150779933081982,-0.35386999605141894
University of Southern Colorado,No,1401,1239,605,10,34,3716,675,7100,4380,540,2948,63.0,88,19.4,0,5389,36,5.630863051291538,Low,0,0,0.04676761800377639,0.3157351735688545,-1.204141438433242,0.6631732964793526,0.45277792208088735,-0.7995128887962804,0.05539420530459672,1.909852738774827,-0.7239160936184083,0.5124477851823425,1.3116354267818913,-2.939282937555179,-1.3221782583180375,-1.0987972149572356,0.9349113863279167
University of Southern Indiana,No,2379,2133,1292,8,25,4283,2973,4973,3192,500,1425,56.0,65,22.0,21,4078,38,5.937458795594105,Low,0,0,0.5867801235085269,1.0508632016738733,-1.4730544512765091,0.7865048678091748,1.5303638653428284,-1.5534529351748265,-0.2291946039516519,0.34916560028732013,-1.1115113391571876,-1.094880026424442,1.8769734548205472,0.004942020606680277,-2.3268517349235713,-1.0987972149572356,1.018082353843329
University of Southern Mississippi,No,2850,2044,1046,20,50,9260,1387,4652,2470,500,500,78.0,99,18.7,23,5917,45,6.0393816289804745,Low,0,0,0.5451410152170436,0.8547319289088408,-0.2637884142137955,1.393158400547486,0.9565244377437802,-1.6847754130645565,-0.2291946039516519,-1.7565250579131293,0.2611863106631819,1.572409762644023,1.15448099537168,0.16480224108923644,-1.0178988938271865,-1.0987972149572356,-0.20226434247010514
University of St. Thomas MN,Yes,2057,1807,828,26,53,4106,982,11712,4037,500,800,80.0,80,13.8,13,8546,89,5.854422009375577,Medium,1,1,0.42404595344996576,0.6301726766871077,0.13799295441079093,0.7502501260579818,0.7105180798928982,0.42875654929857054,-0.2291946039516519,-0.8317407990918487,0.4084666114840554,-0.1356944211524122,-0.018169123018266124,-0.7285459060471434,0.03985726900063871,0.3581403891754813,0.8947470631232063
University of St. Thomas TX,Yes,374,280,185,45,77,995,408,8550,4050,500,1344,75.0,75,12.6,17,7237,62,4.812625121310525,Low,0,1,-1.5398649135285505,-1.0179681980351356,1.0705183742130722,-0.6840931775471963,0.121328324574784,-0.3678919688749011,-0.2291946039516519,0.22714497068725537,0.0472975055627926,-0.4912534379026085,-0.32895477682173246,-0.3398815888114029,-0.4124784087609705,-1.0987972149572356,0.011804662546300276
University of Tennessee at Knoxville,No,7473,5372,3013,27,53,15749,3237,5764,3262,750,3300,86.0,92,16.5,22,8612,53,6.56120944980308,Low,0,0,1.4596674713457678,1.7763137178005501,0.19803987368047105,1.7552648907740966,1.5971181409728108,-1.2520426511540852,1.3023649764046783,2.159634553197495,0.8728148827034736,0.8746535950171559,0.6449537276656453,0.08579840488433134,0.05981717941084221,-1.0987972149572356,-0.1909619188810431
University of Texas at Arlington,No,3281,2559,1448,19,43,10975,8431,4422,2780,500,2850,73.0,73,21.0,4,4696,29,6.117918334484294,Low,0,0,0.7632973798226993,1.154101696496533,-0.3392340437249904,1.5136249955237917,2.3882247864206927,-1.7825765665070614,-0.2291946039516519,1.8353918523644666,-0.09060810988813835,-0.6232192944825511,1.6627857007207905,-1.9198799308640517,-1.799319468626385,-1.0987972149572356,0.22459427797710133
University of Texas at Austin,No,14752,9572,5329,48,85,30017,5189,5130,3309,650,3140,91.0,99,19.7,11,7837,65,6.90794559845315,Low,0,0,1.9778779848704813,2.2143687998258126,1.1890885687490678,2.142021542193384,1.9777529181559235,-1.4912463226655415,0.7526774067369608,2.0493189898022854,1.285569340238181,1.572409762644023,1.3783101875984967,-0.9453261344609437,-0.1906839947329168,-1.0987972149572356,-0.66707741616874
University of Texas at San Antonio,No,4217,3100,1686,17,46,9375,5457,4104,5376,452,1200,94.0,100,25.3,3,4329,50,6.2559010547473735,Low,0,0,0.946828155081757,1.2891376343771654,-0.4994689411839057,1.4020607143123585,2.019430377794626,-1.9234648853065524,-0.5981523356384146,-0.007652219826546156,1.5444826653483823,1.6789026453905742,2.5583299939044775,-2.110816300186537,-2.098609153625088,-1.0987972149572356,-0.08032117483900536
University of the Arts,Yes,974,704,290,5,22,1145,39,12520,3860,1300,700,16.0,59,7.5,9,11641,57,5.413421686967893,Medium,1,1,-0.5371343557435257,-0.48324564741642817,-1.9916231295773121,-0.5213322032234614,-1.224097127110629,0.6089823530815689,3.512099677367599,-1.09776212520345,-2.4480307249417392,-1.392393977623881,-1.806068754671089,-1.18236541463741,0.7796686482836065,0.3581403891754813,-0.16417404415259787
University of the Pacific,Yes,2459,1997,582,36,66,2664,299,16320,5326,646,1171,87.0,94,11.2,14,13706,65,5.956220957992833,High,2,1,0.5223623564831805,0.2758356209696087,0.675328745331237,0.3586443419649727,-0.07522454097749387,1.3672277109105084,0.7291929884175525,-0.05807801670378765,0.9534892875353681,1.0656043502924986,-0.7065095991630403,-0.6263490551654358,1.123269257004003,1.8150779933081982,0.4434486263554197
University of the South,Yes,1445,966,326,46,83,1129,24,15350,4080,450,810,89.0,93,10.3,52,18784,82,5.649095233704587,High,2,1,-0.2075163663010224,-0.34999588767462286,1.1106782881401172,-0.5374191334014481,-1.4654695858923672,1.185764864906594,-0.6142542984789047,-0.8068585571916942,1.1176527018812943,0.9692990979140862,-0.9589736432806009,1.9622254883185175,1.706246032387805,1.8150779933081982,-0.5334059477945114
University of Tulsa,Yes,1712,1557,696,41,68,2936,433,11750,4160,1200,2350,94.0,96,11.5,10,11743,47,5.748337477634895,Medium,1,1,0.2763475123695505,0.4580200076341776,0.9029060992795955,0.44990550827206816,0.15962811472572122,0.43741250359800693,3.1807271541080584,1.4140785994091618,1.5444826653483823,1.2632379969775114,-0.6241261617099947,-1.060970526681064,0.7988043253147776,0.3581403891754813,1.1056102521545375
University of Utah,No,5095,4491,2400,27,53,13894,8374,6857,3975,858,3093,89.0,93,12.8,9,9275,37,6.358232630080982,Low,0,0,1.2947208755393353,1.5905933499988352,0.19803987368047105,1.673572655093397,2.382351216705924,-0.8773794311609284,1.828453052055803,2.015924126782693,1.1176527018812943,0.9692990979140862,-0.27638263533977875,-1.18236541463741,0.24802714923234936,-1.0987972149572356,0.9150765495999015
University of Vermont,No,7663,6008,1735,18,51,7353,1674,15516,4928,500,990,87.0,90,9.9,10,12646,79,6.574317499305589,High,2,0,1.5616703759387782,1.3142087300730732,-0.41769469988544683,1.2223356593610513,1.0940859297641898,1.2173431840931406,-0.2291946039516519,-0.4017265651497331,0.9534892875353681,0.6902976719925955,-1.0739217798372556,-1.060970526681064,0.9577060506819695,1.8150779933081982,0.25236127462798885
University of Virginia,No,15849,5384,2678,74,95,11278,114,12212,3792,500,1000,90.0,92,9.5,22,13597,95,6.943525250680851,Medium,1,0,1.4617093102136873,1.6808889445223258,2.0370399630211056,1.532519969472921,-0.647942326349343,0.5412098077298565,-0.2291946039516519,-0.38127720177114266,1.2011418370759805,0.8746535950171559,-1.1906916694765612,0.08579840488433134,1.1071671701039127,0.3581403891754813,-2.770041975669375
University of Washington,No,12749,7025,3343,40,81,20356,4582,8199,4218,708,2172,96.0,94,9.0,10,16527,65,6.83498516218218,Low,0,0,1.7029166693683833,1.8590379139034363,0.8591123720558882,1.9157010921330964,1.8756771189773522,-0.4676698588996491,1.0797775867330288,1.243770964974811,1.7217844915537215,1.0656043502924986,-1.3393806834015403,-1.060970526681064,1.481410660366485,-1.0987972149572356,-1.3325972822266663
University of West Florida,No,1558,1254,472,20,57,3754,2477,6172,3994,541,1387,83.0,87,23.4,12,8488,53,5.693317052944849,Low,0,0,0.05895136653375729,0.056018465230557216,-0.2637884142137955,0.6721375628293512,1.3890267713349818,-1.1071315738160603,0.0622704818280118,0.2927436015966603,0.6364201082318471,0.4259346495311623,2.1705775472374214,-0.8347120348951067,0.022119452025352874,-1.0987972149572356,0.39419526464140575
University of Wisconsin-Stout,No,2593,1966,1030,9,32,6038,579,6704,2592,376,1750,78.0,78,21.0,17,6254,65,5.986226512155346,Low,0,0,0.5070221794789043,0.8401679973097173,-1.3330274833513371,1.0693830322132585,0.3500261225173064,-0.9273407935340333,-1.2589193954083842,0.7817410839369675,0.2611863106631819,-0.28237352323745246,1.6627857007207905,-0.3398815888114029,-0.8447241080128095,-1.0987972149572356,0.07664439604101757
University of Wisconsin-Superior,No,910,910,342,14,53,1434,417,7032,2780,550,1960,75.0,81,15.2,15,6490,36,5.3721260938142565,Low,0,0,-0.2691823026041119,-0.29612223320675385,-0.7684736752694478,-0.27067181005943686,0.1353539347196102,-0.8211239634243725,0.12366360001576755,1.0231952294513165,0.0472975055627926,-0.060091883356808096,0.33141144399481504,-0.5277223720549751,-0.7317884572654582,-1.0987972149572356,1.7214721572963376
University of Wisconsin-Whitewater,No,4400,3719,1472,12,38,7804,1552,6950,2500,300,1200,90.0,95,23.1,16,5559,67,6.2790078923536665,Low,0,0,1.118807023699007,1.1688412745048906,-0.9727316677869278,1.2672624946541435,1.0384301817853028,-0.8473677622787216,-2.048308048513365,-0.007652219826546156,1.2011418370759805,1.1635803366973685,2.1082507547381426,-0.4323290036172367,-1.2193554714348438,-1.0987972149572356,0.6686625516196788
University of Wisconsin at Green Bay,No,2409,1939,759,17,50,3819,1347,6900,2800,475,1200,81.0,89,22.2,1,5968,46,5.9445728386248975,Low,0,0,0.4934491684164825,0.5444916317991823,-0.4994689411839057,0.6872176697671146,0.9353494207732553,-0.8634700462138201,-0.41730816701513446,-0.007652219826546156,0.4835133023364041,0.6005650532112241,1.9193527444940255,-2.5915300639706675,-0.9907257152740687,-1.0987972149572356,0.3943330061205095
University of Wisconsin at Madison,No,14901,10932,4631,36,80,23945,2200,9096,4290,535,1545,93.0,96,11.5,20,11006,72,6.912941799745212,Medium,1,0,2.094161345686465,2.1100485126179973,0.675328745331237,2.0126710427422414,1.2985527019115968,-0.2178972462594528,0.02084550283626946,0.5186194658227137,1.4572396942508257,1.2632379969775114,-0.6241261617099947,-0.07789765626183243,0.6544449876927686,0.3581403891754813,-0.09037303316776374
University of Wisconsin at Milwaukee,No,5244,3782,1930,12,37,11561,7443,8786,2964,570,1980,79.0,87,15.9,8,8094,38,6.3737049919216915,Low,0,0,1.134566802918929,1.406460142530864,-0.9727316677869278,1.5496171257670974,2.2809320615482616,-0.3023089729644441,0.25701902020397893,1.044924639322028,0.3343576374315665,0.4259346495311623,0.5014836937996878,-1.310419180097965,-0.10352393028671031,-1.0987972149572356,-0.17497214808891187
University of Wyoming,No,2029,1516,1073,23,46,7535,1488,5988,3422,600,1500,91.0,94,15.1,13,8745,45,5.846551176782523,Low,0,0,0.2497174053236548,0.8787352468317282,-0.053119072030679164,1.2408597144238787,1.0076373263739005,-1.1716792315197044,0.4496014388117547,0.4565508868862346,1.285569340238181,1.0656043502924986,0.30686892312721825,-0.7285459060471434,0.09933151396382894,-1.0987972149572356,0.001621560745623177
Upper Iowa University,Yes,663,452,192,10,35,1481,1160,8840,3060,500,1000,69.0,75,17.4,19,3733,78,5.177006580876351,Medium,1,1,-1.0110570163081178,-0.9723787155730029,-1.204141438433242,-0.23575518307474377,0.8281494005815507,-0.2874658280935898,-0.2291946039516519,-0.38127720177114266,-0.3551734271494861,-0.4912534379026085,0.8564097284492161,-0.16286735762255852,-2.678490850055042,0.3581403891754813,-0.4433604969943529
Ursinus College,Yes,1399,1026,308,44,77,1131,17,14900,5160,500,800,82.0,85,11.6,40,12082,79,5.630019775938244,Medium,1,1,-0.1455505140431418,-0.4143740765445859,1.0296888476949617,-0.5353931174319216,-1.6300098433684194,1.0990167288974395,-0.2291946039516519,-0.8317407990918487,0.5594977786457802,0.25767565625110594,-0.5968513856813783,1.3055390172857926,0.8606032100591819,0.3581403891754813,-0.09214877903067172
Ursuline College,Yes,325,260,86,21,47,699,717,9600,4202,450,750,39.0,69,10.5,15,7164,68,4.720905162716025,Medium,1,1,-1.623273542685958,-2.018586806745589,-0.1910995085854955,-1.116180058623066,0.49363718366196857,-0.08460505394541408,-0.6142542984789047,-0.9606431574678065,-1.861995858107514,-0.8700943318940553,-0.9021518863751777,-0.5277223720549751,-0.4414034058246721,0.3581403891754813,0.3610133423250317
Valley City State University,No,368,344,212,5,27,863,189,4286,2570,600,2000,39.0,41,14.9,25,4958,40,4.802109774697577,Low,0,0,-1.3104087715415456,-0.8520063481131878,-1.9916231295773121,-0.8542553846578108,-0.3544784434962249,-1.8419880078940958,0.4496014388117547,1.066451766681205,-1.861995858107514,-2.0259049331637793,0.25759334859915606,0.31770887154146105,-1.6068609646884822,-1.0987972149572356,1.2778442828491727
Valparaiso University,Yes,2075,1727,520,49,81,2501,198,11800,3260,500,800,87.0,89,14.2,23,9681,95,5.859421375092909,Medium,1,1,0.37929214612560297,0.15852042247144135,1.2273850455284772,0.29832679592259204,-0.32673037966355223,0.44877394394675324,-0.2291946039516519,-0.8317407990918487,0.9534892875353681,0.6005650532112241,0.0830645638304953,0.16480224108923644,0.35334785739198354,0.3581403891754813,0.5806536811276284
Vanderbilt University,Yes,7791,4690,1499,71,92,5500,90,17865,6525,630,952,93.0,98,5.8,26,23850,83,6.582953114174212,High,2,1,1.3348338665856883,1.185095517477392,1.9518471386888567,0.9946027435805039,-0.7802129707146088,1.6421621456787274,0.6339700077405097,-0.4812193412505834,1.4572396942508257,1.467641878959388,-2.381681492310293,0.3918121831278882,2.0861168572270614,1.8150779933081982,-0.9859997880418863
Vassar College,Yes,3550,1877,653,53,87,2164,77,18920,5950,600,800,90.0,98,9.7,39,17089,90,6.161512739021414,High,2,1,0.46150114785602364,0.3936419074518182,1.3749937779595973,0.15687295091839162,-0.8658275684892794,1.8210343410506775,0.4496014388117547,-0.8317407990918487,1.2011418370759805,1.467641878959388,-1.1320725358242631,1.2464286838639715,1.5416579658826555,1.8150779933081982,-1.4842286841783026
Villanova University,Yes,7759,5588,1477,30,68,6362,1292,15925,6507,400,300,89.0,90,13.4,24,10458,96,6.580808556530968,High,2,1,1.4956947817879551,1.1718771347373214,0.3687770077049723,1.1106037519552245,0.9052889887185016,1.294211823673829,-1.0385747644227592,-2.7257704669587155,1.1176527018812943,0.6902976719925955,-0.12055104982347017,0.24207061628816592,0.5370655983636956,1.8150779933081982,-0.18183760382152833
Virginia Commonwealth University,No,4963,3497,1567,18,45,10262,5065,10217,4182,500,3630,81.0,87,8.7,11,11183,45,6.3441145297989205,Medium,1,0,1.0609056224580344,1.2245793004637222,-0.41769469988544683,1.4665363183824869,1.9578089847886826,0.07245465519769034,-0.2291946039516519,2.372329187636396,0.4835133023364041,0.4259346495311623,-1.4301380535654649,-0.9453261344609437,0.6904502486773816,0.3581403891754813,-0.28782929620752556
Virginia State University,No,2996,2440,704,2,30,3006,338,5587,4845,500,600,61.0,63,16.0,11,5733,31,6.067334622409141,Low,0,0,0.7173499163277605,0.46949081811629295,-2.8396721073260265,0.47173275211865917,0.0015842584992135963,-1.3170076473510204,-0.2291946039516519,-1.4016057556008417,-0.8393382257670974,-1.199238322126377,0.525539763472362,-0.9453261344609437,-1.1190174526595595,-1.0987972149572356,0.4590971554204262
Virginia Tech,No,15712,11719,4277,29,53,18511,604,10260,3176,740,2200,85.0,89,13.8,20,8944,73,6.9392286953670546,Medium,1,0,2.1545841432661095,2.0499542685790804,0.3133361961439693,1.857344739688065,0.37818378023368454,0.08316552390396748,1.250372073686777,1.2713984993834921,0.7930785944456105,0.6005650532112241,-0.018169123018266124,-0.07789765626183243,0.15675426038243354,0.3581403891754813,-0.0072422164881660485
Virginia Union University,Yes,1847,1610,453,19,59,1298,67,7384,3494,500,1763,51.0,67,13.7,8,6757,30,5.792368096288365,Low,0,1,0.30968176311556095,0.012071542228944545,-0.3392340437249904,-0.3801255926071589,-0.9410669533097701,-0.7106961436996135,-0.2291946039516519,0.7974478324026839,-1.3602908492103485,-0.9851988400469104,-0.043655143285563025,-1.310419180097965,-0.6114183461849985,-1.0987972149572356,0.8486277091420347
